Filename	Title	StartDateTime	Duration (minutes)	Genre1	Genre2	Synopsis Short	Synopsis Medium	Synopsis Long
6374547511348085854	Timeshift	11/09/2017	60	factual:factual/history	documentaries	The Model Railway Story: How the British have always been in love with model railways.	The Model Railway Story: Documentary which explores how the British have been in love with model railways for over a century, with unique archive and contributions from modellers.	The Model Railway Story: From Hornby to Triang and beyond, this documentary explores how the British have been in love with model railways for more than a century. What began as an adult obsession with building fully engineered replicas became the iconic toy of 50s and 60s childhood. With unique archive and contributions from modellers such as Pete Waterman, this is a celebration of the joys of miniaturisation. Just don't call them toy trains!
6374624820742582873	Nature's Weirdest Events	12/01/2017	60	factual/scienceandnature:factual/scienceandnature/natureandenvironment	documentaries	Chris finds a frog whose dinner is fighting back and a shark with the secret to long life.	Chris Packham delves into the world of weird. Chris uncovers a frog whose dinner is fighting back and a shark with the secret to long life.	In this episode, Chris Packham uncovers nature's super survivors - a frog whose dinner is fighting back, a shark with the secret to long life and a prehistoric fish with a thirst for blood that almost destroyed an entire fishing industry.  A foray into freak weather reveals why a monster wave shocked swimmers in Sydney, and how two fisherman were engulfed by a fog tsunami on Lake Michigan. The senses also come under scrutiny as Chris investigates whether great white sharks like heavy metal and how one man literally eats his own words.
6375260046405661459	Planet Earth II	14/01/2017	90	factual/scienceandnature/natureandenvironment	documentaries	A compilation from the wildlife documentary series presented by David Attenborough.	Compilation from the wildlife documentary series presented by David Attenborough, visiting animals in their habitats across the globe, recorded in stunning ultra-high definition.	A compilation of the wildlife documentary series presented by David Attenborough.  A chance to enjoy the spectacular Planet Earth II, exploring wildlife dramas from across the globe. Ten years on from the groundbreaking original Planet Earth, Planet Earth II shows us life on our planet in entirely new ways. Captured in stunning ultra-high definition detail and using a whole range of new camera technology, this series brings us closer to animals than ever before and reveals new wildlife dramas for the very first time.   Planet Earth II is an immersive exploration of the world's jungles, mountains, deserts, islands, grasslands and our newest habitat - cities. As our planet continues to change, never have these wildernesses been as fragile and as a precious as they are today. The series journeys to the four corners of the globe to explore the greatest treasures of our living planet and discover the remarkable ways animals overcome the challenges of surviving in the wildest places on Earth.
6381962772384632001	Planet Earth II	01/02/2017	60	factual/scienceandnature/natureandenvironment	documentaries	Islands are wildlife sanctuaries, but surviving in isolation comes with extreme challenges	Wildlife documentary series presented by David Attenborough, beginning with a look at the remote islands which offer sanctuary to some of the planet's rarest creatures.	Remote islands offer sanctuary for some of the planet's strangest and rarest creatures. The rare pygmy three-toed sloth enjoys a peaceful existence on an idyllic Caribbean island, while nesting albatross thrive in predator-free isolation.   But island life always comes at a cost. On the Galapagos Islands, young marine iguana must escape an onslaught of deadly racer snakes the moment they hatch from the sand. On the sub-Antarctic island of Zavodovski, life gets more extreme still. Every day, one and a half million penguins risk being battered against the rocks by fierce waves as they try to get on and off the island.
6382788694578794855	Antiques Roadshow	03/02/2017	60	factual/antiques		Fiona Bruce and the team make a return visit to Tewkesbury Abbey in Gloucestershire.	Fiona Bruce and the Antiques Roadshow team make a return visit to Tewkesbury Abbey in Gloucestershire to uncover more treasures.	Fiona Bruce and the Antiques Roadshow team make a return visit to Tewkesbury Abbey in Gloucestershire to uncover more treasures. Amongst the objects featured are an extremely heavy Tudor table from a local pub that takes six sturdy men to move, an extensive collection of Maundy money that excites expert John Foster, and a signed picture of Chairman Mao by Andy Warhol. Hilary Kay is thrilled to see an incredibly rare and valuable 18th-century painted silk dress which has been lying in a dressing up box for over 50 years.
6385655585248876901	The Cult Next Door	11/02/2017	60	factual	documentaries	The extraordinary story of a strange cult which came to light in 2013.	The extraordinary story of a strange cult, which came to light in 2013 when news broke about three women emerging from a small flat in south London after decades in captivity.	This documentary by acclaimed director Vanessa Engle tells the extraordinary story of a strange cult, which came to light in 2013 when a sensational news story broke about three women emerging from a small flat in Brixton in south London after decades in captivity. Tracing the group back to its roots in the 1970s, the film describes how its leader Aravindan Balakrishnan, a student of Indian origin, believed in an international communist revolution and created a tiny political sect that followed the teachings of China's Chairman Mao.  The film features exclusive interviews with two of the women who escaped - Aisha Wahab, a 72-year-old Malaysian woman who was part of Balakrishnan's group for 40 years, and Katy Morgan-Davies, Balakrishnan's daughter, who was born and raised in captivity. The film documents how this left-wing collective evolved into a bizarre pseudo-religious cult, where members were controlled, threatened and brainwashed so that they were too terrified to leave.
6387983887020040581	DIY SOS	17/02/2017	60	factual/homesandgardens	reality	The team help a 17-year-old girl whose Ehlers-Danlos syndrome has kept her in hospital.	Nick Knowles, Laurence Llewelyn-Bowen and hundreds of volunteer builders help a 17-year-old girl whose Ehlers-Danlos syndrome has left her trapped in hospital.	Nick Knowles, Laurence Llewelyn-Bowen and hundreds of Worcestershire volunteer builders rescue 17-year-old Antonia Payne-Cheney, who has been kept prisoner in hospital for the last three years by Ehlers-Danlos syndrome, a debilitating and rare condition.   Until 14 she was a healthy girl, enjoying gymnastics and cheerleading, but now she is hospital bed-bound. Her joints regularly dislocate and she is unable to eat normally, so she is fed through a line directly into her heart. As a result of her complex condition, Antonia will remain in hospital until the necessary home adaptations have been made.   To give Antonia the freedom to return home, the ambitious DIY SOS build features a functional sterile space for medical procedures in her own bespoke bedroom, a specially adapted wet room that offers her freedom and dignity and an accessible space for her to socialise with family and her friends.   As ever, it's an immensely challenging build carried out over the hottest week of the year, so sweat and tears flow in this emotional and entertaining episode.
6389762003497440393	Planet Earth II	22/02/2017	60	factual/scienceandnature/natureandenvironment	documentaries	The incredible ways in which animals cope with living in the planet's deserts.	The world's deserts force animals to come up with ingenious ways of coping with hostile conditions, giving rise to the most incredible survival stories on earth.	The world's deserts are lands of extremes that force animals to come up with ingenious ways of coping with hostile conditions, giving rise to the most incredible survival stories on earth.   A pride of desert lions are so hungry they risk hunting a giraffe several times their size, while male sandgrouse fly 120 miles each day to the nearest waterhole and dice with death to collect water for their chicks.   Filmed for the first time, a tiny bat does battle with one of the world's deadliest scorpions, and in Madagascar, a locust swarm of biblical proportions is seen as never before.
6392359599718061969	Planet Earth II	01/03/2017	60	factual/scienceandnature/natureandenvironment	documentaries	A look at survival in grasslands, from Asia's saiga antelope to the anteaters of Brazil.	Wildlife documentary series presented by David Attenborough. A look at survival in grasslands, from Asia's saiga antelope to the giant anteaters of Brazil.	Grasslands cover one-quarter of all land and support the vast gatherings of wildlife, but to survive here animals must endure the most hostile seasonal changes on the planet. From Asia's bizarre-looking saiga antelope to the giant anteaters of Brazil, grassland animals have adapted in extraordinary ways to cope with these extremes. In the flooded Okavango, lions take on formidable buffalo in epic battles, on the savannah, bee-eaters take advantage of elephants to help catch insects and, on the freezing northern tundra, caribou embark on great migrations shadowed by hungry arctic wolves.
6393097904596244915	Sound Waves: The Symphony of Physics	03/03/2017	60	factual/scienceandnature/scienceandtechnology	documentaries	The science behind the sounds we're familiar with and the sounds we normally can't hear.	Dr Helen Czerski investigates the science behind the sounds we're familiar with and the sounds that we normally can't hear, from Big Ben to the Stromboli volcano.	Dr Helen Czerski investigates the extraordinary science behind the sounds we're familiar with and the sounds that we normally can't hear.  She begins by exploring the simplest of ideas: what is a sound? At the Palace of Westminster, Helen teams up with scientists from the University of Leicester to carry out state-of-the-art measurements using lasers to reveal how the most famous bell in the world - Big Ben - vibrates to create pressure waves in the air at particular frequencies. This is how Big Ben produces its distinct sound. It's the first time that these laser measurements have been done on Big Ben.  With soprano singer Lesley Garrett CBE, Helen explores the science of the singing voice - revealing in intimate detail its inner workings and how it produces sound. Lesley undergoes a laryngoscopy to show the vocal folds of her larynx. At University College London, Lesley sings I Dreamed a Dream inside an MRI scanner to reveal how her vocal tract acts as a 'resonator', amplifying and shaping the sound from her larynx.  Having explored the world of sounds with which we are familiar, Helen discovers the hidden world of sounds that lie beyond the range of human hearing. At the summit of Stromboli, one of Europe's most active volcanoes, Helen and volcanologist Dr Jeffrey Johnson use a special microphone to record the extraordinary deep tone produced by the volcano as it explodes - a frequency far too low for the human ear to detect. Helen reveals how the volcano produces sound in a similar way to a musical instrument - with the volcano vent acting as a 'sound resonator'.  Finally, at the University of Cambridge's Institute of Astronomy, Helen meets a scientist who has discovered evidence of sound waves in space, created by a giant black hole. These sounds are one million billion times lower than the limit of human hearing and could be the key in figuring out how galaxy clusters, the largest structures in the universe, grow.
6412560548902270817	Pocket Money Pitch	24/04/2017	30	childrens/factual		Young entrepreneurs pitch their food ideas to the king of spicy sauces, Levi Roots.	Young entrepreneurs pitch their food ideas to a top business guru. Six kids go head to head for the chance to pitch to the king of spicy sauces, Levi Roots.	Young entrepreneurs pitch their food ideas to a top business guru. Six kids go head to head for the chance to pitch to the king of spicy sauces, Levi Roots. The one Levi picks gets a year's worth of pocket money and the chance to spend time with him learning the recipe for success. But which of the six will make it? Real Meal Pizzas, Scrummy Eggs, I'm in a Pickle, Sludge, Kitchen Kids, or Cool Cookies? Steph McGovern presents.
6414044889599768609	Pocket Money Pitch	28/04/2017	30	childrens/factual		Business guru Michael Acton Smith chooses between six new toy company ideas.	Michael Acton Smith chooses which new toy company will get a year's worth of pocket money and the chance to spend time with him to see how he runs his games empire.	Young entrepreneurs pitch their ideas. Michael Acton Smith chooses which new toy company will get a year's worth of pocket money and the chance to spend time with him to see how he runs his games empire. But which of the six will make it - a novelty gift and joke shop, a business making fingerboards, a den building kit, a history board game, a mental maths game, or dolls that pop out of tin cans?
6415529230297266447	Pocket Money Pitch	02/05/2017	30	childrens/factual		Discount stores owner Hussein Lalani chooses a new retail business.	Young entrepreneurs pitch their ideas to a business guru. Discount stores owner Hussein Lalani chooses a new retail business to get a year's worth of pocket money.	Young entrepreneurs pitch their ideas to king of the discount stores, Hussein Lalani. The new retail business that Hussein picks gets a year's worth of pocket money and the chance to spend time with him to find out how to win the store wars. But which of the six will make it - woodworking kits, photographic gifts, scented candles, a chocolate challenge, handcrafted furniture or a kids' pancake-making set?
6415900315471640889	Pocket Money Pitch	03/05/2017	30	childrens/factual		Six kids pitch to Sarah Jane Thomson, one of the UK's top media and tech entrepreneurs.	Young entrepreneurs pitch their ideas to a top business guru. Six kids pitch to Sarah Jane Thomson, one of the UK's top media and tech entrepreneurs.	Young entrepreneurs pitch their ideas to a top business guru. Six kids go head to head for the chance to pitch to Sarah Jane Thomson, one of the UK's top media and tech entrepreneurs. Only one business will win time with Sarah Jane and a year's worth of pocket money to turn their business dreams into a reality. But which of the six online businesses will make it - a website selling unique windbreaks, clothing featuring caricatures, original picture gifts, personalised pencil cases, a business teaching coding to kids, or an app that rewards household chores? Steph McGovern presents.
6502927519799377508	Timeshift	24/12/2017	60	factual/foodanddrink	documentaries	Documentary looking at the history and tradition of the British Christmas dinner.	Documentary about the history and tradition of the British Christmas dinner and the role it still plays in a Britain of different faiths, food fads and health concerns.	It's the season of peace and goodwill to all, when we think of those less fortunate than ourselves. It's also the time of year when we stuff our faces and gorge and drink ourselves silly. Christmas dinner is served. Being the last great feast in the British culinary tradition, what role does it play today?   With contributions from actor Simon Callow, cultural critic Jonathan Meades, food writers Paul Levy, Prue Leith and Diana Henry, and historians Kate Colquhoun and Kathryn Hughes, this fun documentary asks why the British remain so wedded to this meal? What does it say about us as a nation? Can it survive in a rapidly changing and culturally diverse Britain of different faiths, food fads and health concerns?   For many, Christmas dinner means the anxiety and pressure to get it right, the endless advice from every celebrity chef reinventing the wheel and the bizarre traditions that must be maintained at all costs. For others it's a time to savour good food, dine with family and friends and connect with ancient customs and rituals. Either way, we end up completely stuffed.
6516293028527774730	Timeshift	29/01/2018	60	factual/history:factual/scienceandnature/scienceandtechnology	documentaries	A look at the unique culture that grew up in the Clyde shipyards.	Documentary looking at the unique culture that grew up in the Clyde shipyards of Scotland, where the Queen Mary, the Queen Elizabeth and the QE2 were built.	Many of the most famous passenger liners in history were built in the British Isles, several in the shipyards along the banks of the Clyde. Timeshift combines personal accounts and archive footage to evoke a vivid picture of the unique culture that grew up in the Clyde shipyards. Despite some of the harshest working conditions in industrial history and dire industrial relations, it was here that the Queen Mary, the Queen Elizabeth and the QE2 were built. Such was the Clyde shipbuilders' pride in their work, and the strength of public support, that in 1971 they were able to defy a government attempt to close them down and win the right to carry on shipbuilding.
6536144796870811961	Naomi's Nightmares of Nature	23/03/2018	30	childrens/factual		Naomi prepares to face some of America's most famously fearsome wildlife.	Naomi faces some of America's most fearsome wildlife - bears and wolves. Could the challenge of sitting alone in the dark be her worst nightmare?	Heading into Yellowstone, Naomi prepares to face some of America's most famously fearsome wildlife - bears and wolves! But the wilderness is also home to gruesome great grey owl chicks with vile eating habits, and mountain goats that choose a nightmarish existence on rocky cliff faces. Despite all that, could the crew's challenge of sitting alone in the dark be Naomi's worst nightmare?
6539840186732291613	The Dengineers	02/04/2018	30	childrens/factual		Jazz and Katelyn love dancing and want to put a dance studio in Jazz's mum's cellar.	Mark and Lauren get the help of experts to design dream dens for children. Jazz and Katelyn love dancing and want to put a dance studio in Jazz's mum's cellar.	Mark and Lauren get the help of experts to design dream dens for children.  Dancing through life together, Jazz and Katelyn have been best friends since nursery school. They love all types of dancing and want to put a dance studio in Jazz's mum's cellar. Until now Jazz hasn't had her own space as her mum fosters children, so their house is constantly busy. The cellar is the only option. However it's full of rubbish and the walls are very damp - so turning this space into Jazz and Katelyn's dream den is a big job! Keith, Tracey and Neil can't offer much help either - they're the family's well-dressed dogs!
6543179953301661439	The Dengineers	11/04/2018	30	childrens/factual		The pupils of the Lancasterian School want a space that everyone can hang out in.	Mark and Lauren get the help of experts to design dream dens for children. The pupils of the Lancasterian School want an exciting space that everyone can hang out in.	With 96 pupils, aged 3-16, all with complex medical conditions, the Lancasterian School is a busy place. They already do an amazing job, giving their pupils confidence and providing a wonderful learning environment, but their outside space could do with some help. Sixty per cent of the pupils are wheelchair users and some of the outside spaces are uneven or covered in grass, meaning they can't access them. The pupils want an exciting outside space that everyone can hang out in - and that's where the Dengineers come in!
6564705470395762128	The Dumping Ground Survival Files	08/06/2018	30	childrens/drama		Carmen and Kazima team up for a video blog about facing up to big challenges.	The Dumping Ground gang make video blogs. Carmen and Kazima team up for a blog about facing up to big challenges, a subject they both know about only too well.	The Dumping Ground gang make video blogs as a helpful guide for new arrivals. Carmen and Kazima team up for a video blog about facing up to big challenges, a subject they both know about only too well.
6570465021535491184	Simon King's Shetland Diaries	24/06/2018	60	factual/scienceandnature	documentaries	The wildlife cameraman and his family experience the winter weather on the Shetlands.	Wildlife cameraman Simon King and his family experience the changing seasons on the Shetland Islands. The winter weather, with winds of over 100mph, makes life tough for them.	Simon King, wildlife cameraman and Springwatch presenter, sets off on an adventure to live on the Shetland Islands with his family through the changing seasons. Simon has travelled the world for 30 years, but his boyhood dream was to visit Shetland. Now he has the chance to film some of the remarkable wildlife and experience the beauty and the wild weather of Britain's most northerly isles.  Simon captures footage of killer whales coming in to kill a seal, an Arctic tern colony attacked by a bonxie, and a shy otter family. Simon, his wife Marguerite and two-year-old daughter Savannah settle into a remote cottage, but the winter weather and winds of over 100mph make life tough for them.  To celebrate winter, Simon joins the local Shetlanders in their Viking Up Helly Aa festivals, but there is a surprise for him: he is asked to come in drag, dressed as fellow Springwatch presenter Kate Humble. This doesn't stop him enjoying himself or helping to set light to a Viking boat in a genuine Shetland experience.
6574175873279237156	Britain's Ancient Capital: Secrets of Orkney	04/07/2018	60	factual/scienceandnature/natureandenvironment	documentaries	Chris Packham uncovers the secrets revealed by the DNA of Orkney's unique vole.	Neil Oliver, Chris Packham, Andy Torbet and Dr Shini Somara join archaeologists from around the world who have gathered in Orkney to investigate one of Europe's biggest digs.	Orkney - seven miles off the coast of Scotland and cut off by the tumultuous Pentland Firth, the fastest flowing tidal race in Europe, is often viewed as being remote. But recent discoveries there are turning the stone age map of Britain upside down. Rather than an outpost at the edge of the world, recent finds suggest an extraordinary theory - that Orkney was the cultural capital of our ancient world and the origin of the stone circle cult which culminated in Stonehenge.  In this three-part series, Neil Oliver, Chris Packham, Andy Torbet and Dr Shini Somara join hundreds of archaeologists from around the world who have gathered there to investigate at one of Europe's biggest digs.  Chris Packham uncovers the secrets revealed by the DNA of Orkney's unique vole, Neil Oliver explores Orkney's tombs and monuments, Dr Shini Somara experiments to discover how the Orcadians could have moved giant blocks of stone over rough ground and archaeological adventurer Andy Torbet climbs Orkney's most challenging sea-stack to unlock the story of Orkney's unusual geology.
6576773469499858353	Britain's Ancient Capital: Secrets of Orkney	11/07/2018	60	factual/scienceandnature/natureandenvironment	documentaries	Andy Torbet tries to cross the Pentland Firth as the ancient Orcadians would have done.	Neil Oliver, Chris Packham, Andy Torbet and Shini Somara uncover the secrets of Orkney. Andy and some locals cross the Pentland Firth as the ancient Orcadians would have done.	Orkney - seven miles off the coast of Scotland, and cut off by the tumultuous Pentland Firth, the fastest-flowing tidal race in Europe is often viewed as being remote. However it is one of the treasure troves of archaeology in Britain, and recent discoveries there are turning the Stone Age map of Britain upside down. Rather than an outpost at the edge of the world, recent finds suggest an extraordinary theory - that Orkney was the cultural capital of our ancient world and the origin of the stone circle cult which culminated in Stonehenge.  In the second of this three-part series, Neil Oliver, Chris Packham, Andy Torbet and Dr Shini Somara join hundreds of archaeologists from around the world who have gathered there to investigate at one of Europe's biggest digs.  Andy and some local seafaring volunteers build a boat made of just willow and cow hide and set out to cross the dangerous Pentland Firth as the ancient Orcadians would have done. Neil investigates the extraordinary discovery of some human bones, Chris goes in search of whales and Shini uncovers the powers of the tides.
6577144554674233627	Britain's Ancient Capital: Secrets of Orkney	12/07/2018	60	factual/scienceandnature/natureandenvironment	documentaries	Andy Torbet dives below the waves in search of the inspiration for the first stone circle.	Neil Oliver, Chris Packham, Andy Torbet and Shini Somara uncover the secrets of Orkney. Andy dives below the waves in search of the inspiration for the first stone circle.	Seven miles off the coast of Scotland and cut off by the tumultuous Pentland Firth, the fastest-flowing tidal race in Europe, Orkney is often viewed as being remote. However it is one of the treasure troves of archaeology in Britain, and recent discoveries there are turning the Stone Age map of Britain upside down. Recent finds suggest an extraordinary theory - that rather than an outpost at the edge of the world, Orkney was the cultural capital of our ancient world and the origin of the stone circle cult which culminated in Stonehenge.  In the third of this three-part series, Neil Oliver, Chris Packham, Andy Torbet and Dr Shini Somara join hundreds of archaeologists from around the world who have gathered there to investigate at one of Europe's biggest digs. Andy dives below the waves in search of the inspiration for the first stone circle, Chris and Neil spend the night on an abandoned island as they hunt for clues as to why cultures change, Shini tests the technology behind a Bronze-Age sauna, and the archaeologists uncover a remarkable find.
6581585980355030653	Crossing England in a Punt: River of Dreams	24/07/2018	60	factual/travel	documentaries	Tom Fort embarks on a 170-mile journey down Britain's third-longest river, the Trent.	From the Staffordshire hills to the Humber estuary, spirited explorer Tom Fort embarks on a 170-mile journey down the River Trent on his own custom-built punt, the Trent Otter.	From the Staffordshire hills to the Humber estuary, spirited explorer Tom Fort embarks on a 170-mile journey down Britain's third-longest river, the Trent. Beginning on foot, he soon transfers to his own custom-built punt, the Trent Otter, and rows many miles downstream. Along the way he encounters the power stations that generate much of the nation's electricity, veterans of the catastrophic floods of 1947, the 19th-century brewers of Burton and a Bronze Age boatman who once made a life along the river.
6607198588328010578	James May's Cars of the People	01/10/2018	60	factual:factual/carsandmotors	documentaries	James May explores the world of the prestige car.	James May discovers how the car became a part of ordinary people's lives. He reveals how aspiration and prestige drove the development of cars from Porsche to Rolls Royce.	This episode is all about power and glory as James reveals the cars that finally gave the people hope. From the Rolls Royce that became a people's champion to the blue-collar heroes that launched a thousand burn ups, James reveals how aspiration and new wealth would drive the development of some of the greatest cars ever made.  James tries to make sense of the baffling world of company car hierarchy with a travelling salesman race-off, and indulges his 1980s urges with the twin delights of Lamborghini and Porsche. He also unveils his choice of the ultimate people's car - a car that can claim to be the greatest vehicle in history.
6620377265983229847	The Dengineers	05/11/2018	30	childrens/factual		The Dengineers build 11-year-old Ben a camouflaged adventure bunker.	Mark and Lauren get the help of experts to design dream dens for children. They build 11-year-old Ben a camouflaged adventure bunker with a secret entrance.	Mark and Lauren get the help of experts to design dream dens for children.   Having moved five times for his dad's job already, 11-year-old Ben has just moved house, city and school - again! He loves all things outdoors and is a massive Steve Backshall fan, so a camouflaged adventure bunker, complete with a bug kitchen and secret entrance, would be the perfect way to make new friends.
6621119436331978725	The Dengineers	07/11/2018	35	childrens/factual		Sibling rockers Sami and Nadia need their own soundproofed rehearsal room.	Mark and Lauren get the help of experts to design dream dens for children. Sibling rockers Sami and Nadia need their own soundproofed rehearsal room.	Mark and Lauren get the help of experts to design dream dens for children.  Sibling rockers Sami, nine, and Nadia, 12, are constantly making noise, whether playing the drums, keyboards or just plain old bickering. The one thing they (and their long-suffering family) agree on is the need for their own soundproofed rehearsal room to work through their 'collaborative differences'. A massive music amp in the corner of the garden could provide the perfect solution.
6628740855794537829	Victoria: A Royal Love Story	28/11/2018	60	factual/history	documentaries	Fiona Bruce traces the story of the love between Queen Victoria and Prince Albert.	Fiona Bruce traces the story of the love between Queen Victoria and Prince Albert, meeting HRH Prince Charles and visiting the royal palaces that the couple made their own.	Fiona Bruce traces the story of one of history's great royal love affairs: the love between Queen Victoria and Prince Albert. It was a love based on a powerful physical attraction, and it grew into a marriage that set the tone for the Victorian age.   Over the 20 years they spent together, until Albert's tragic death, they gave each other a dazzling collection of paintings, sculptures and jewellery. That collection was on show - much of it for the first time - at a major exhibition in London, and it reveals a new and passionate side of the royal couple.   Fiona meets HRH Prince Charles and travels to the royal palaces that Victoria and Albert made their own, as well as the royal workshops where artworks for the exhibition are being restored, to tell the story behind a collection that is one of the wonders of the nation.
6633017354739515500	CBeebies: The Nutcracker	09/12/2018	50	childrens		Two children have a magical Christmas Eve adventure as they travel to the Land of Sweets.	Two children have a magical Christmas Eve adventure as they travel to the Land of Sweets and witness their toys coming to life. Staged at the Crucible Theatre, Sheffield.	Two children have a magical Christmas Eve adventure as they travel to the Land of Sweets and witness their toys coming to life!  Staged at The Crucible Theatre, Sheffield, with a cast packed full of CBeebies stars, this production is a festive treat for the whole family.
6658792312467883074	Byzantium: A Tale of Three Cities	17/02/2019	60	factual/history	documentaries	Simon Sebag Montefiore explores the last centuries of Christian Byzantium.	Simon Sebag Montefiore explores modern Istanbul in search of the last centuries of Christian Byzantium, when the once glorious city was buffeted by enemies from both east and west.	Series in which historian Simon Sebag Montefiore traces the sacred history of Istanbul. Known as the 'city of the world's desire', it's a place that has been the focus of passion for believers of three different faiths - Paganism, Christianity and Islam - and for nearly 3,000 years its streets have been the battleground for some of the fiercest political and religious conflicts in history.   In the second episode he explores modern Istanbul in search of the last desperate centuries of Christian Byzantium, in which the once glorious city was buffeted by enemies from both east and west and yet still produced a golden artistic renaissance. This is story of the Christian crusaders who destroyed the city, and the Ottoman Muslims who restored it to life as an imperial capital after the epic siege of 1453.
6659912010441950233	British History's Biggest Fibs with Lucy Worsley	20/02/2019	60	factual/history	documentaries	Debunking the Glorious Revolution, when William of Orange stole the throne from James II.	Lucy explores how British history is a concoction of fibs. She debunks the 'Glorious Revolution', when William of Orange stole the throne from James II.	In this episode, Lucy debunks another of the biggest fibs in British history - the 'Glorious Revolution'.  In 1688, the British Isles were invaded by a huge army led by Dutch prince, William of Orange. With his English wife Mary he stole the throne from Mary's father, the Catholic King James II. This was the death knell for absolute royal power and laid the foundations of our constitutional monarchy. It was spun as a 'glorious and bloodless revolution'. But how 'glorious' was it really? It led to huge slaughter in Ireland and Scotland. Lucy reveals how the facts and fictions surrounding 1688 have shaped our national story ever since.
6661391197178692688	Byzantium: A Tale of Three Cities	24/02/2019	60	factual/history	documentaries	Simon Sebag Montefiore looks at how Istanbul became Islam's most powerful city.	Visiting the great mosques and palaces built by the Ottoman emperors, Simon Sebag Montefiore looks at how Istanbul became the imperial capital and Islam's most powerful city.	Simon discovers surprises in Istanbul as it rose to become the imperial capital and Islam's most powerful city. Visiting the great mosques and palaces built by the Ottoman emperors, he tells the stories behind them - of royal concubines, murderous bodyguards and sultans both the powerful and the depraved. He shows how the Christians, Muslims and Jews of the city once co-existed before the waves of nationalist rebellions brought the Ottoman empire to its knees. In the 20th century the ancient capital was once more transformed by the new secular vision of Ataturk.
6684017084894021610	The Fantastic Mr Feynman	26/04/2019	60	factual/lifestories:factual/scienceandnature/scienceandtechnology		Family and friends contribute to a celebration of Richard Feynman.	Family and friends contribute to a celebration of the late scientist Richard Feynman, who helped design the atomic bomb and won the Nobel Prize for Physics in 1965.	Richard Feynman is one of the most iconic, influential and inspiring scientists of the 20th century. He helped design the atomic bomb, solved the mystery of the Challenger Shuttle catastrophe and won a Nobel Prize. Now, 25 years after his death - in his own words and those of his friends and family - this is the story of the most captivating communicator in the history of science.
6700343544076306883	Supergiant Animals	09/06/2019	60	factual/petsandanimals:factual/scienceandnature/natureandenvironment	documentaries	Steve Backshall meets super giant animals across the world and finds out what they can do.	Steve Backshall meets super giant animals across the world and finds out what they can do, from swimming with crocodiles in Botswana to diving with sperm whales in the Caribbean.	Steve Backshall travels across the world to encounter the most charismatic super giant animals and discovers the remarkable things that their size enables them to do. Highlights include Steve swimming with Nile crocodiles in Botswana, dodging two-tonne elephant seals in California and diving with sperm whales in the Caribbean.
6709985316159097541	The Queen's Palaces	05/07/2019	60	factual/history	documentaries	Fiona Bruce visits Buckingham Palace and learns of its long history.	Fiona Bruce visits Buckingham Palace, and reveals how England's most spectacular palace emerged from a swampy backwater in just 300 years.	The Queen has three official residences - the best known, Buckingham Palace; the oldest, Windsor Castle; and the most romantic, Palace of Holyroodhouse. Among the few working royal palaces in the world today, they serve as both family homes and as the setting for the business of Monarchy. Each has its own distinctive story - long histories that reflect good and bad times, triumph and tragedy and, of course, the lives of some of our most memorable kings and queens. But they all share certain features - incredible collections of treasures that reflect both the tastes of their occupants and the artistic development of the nation, and architecture that has evolved across the centuries to meet the needs of different ages, reflecting the story of Britain and its people like no other buildings.  Buckingham Palace may be just about the most famous building in the world, but its story is much less familiar. Fiona Bruce reveals how England's most spectacular palace emerged from a swampy backwater in just 300 years. The journey of discovery takes her from the sewers of London to the magnificent State Rooms, from a home for camels and elephants to the artistic brilliance of 18th-century Venice and from a prince's Chinese fantasy to the secret of how the palace's glittering chandeliers are cleaned today.
6715183085580716963	The Queen's Palaces	19/07/2019	60	factual/history	documentaries	Fiona Bruce visits one of Britain's smallest palaces, Edinburgh's Palace of Holyroodhouse.	Series looking at the Queen's three official residences. Fiona Bruce explores the Palace of Holyroodhouse in Edinburgh, one of Britain's smallest palaces.	Documentary series taking a look at HM the Queen's three official residences. Britain's least well-known royal palace and yet probably the most romantic, Edinburgh's Palace of Holyroodhouse sits in the shadow of the dormant volcano Arthur's Seat.   It is also one of Britain's smallest palaces and yet events at Holyrood have determined the fate of three countries - England, France and Scotland. It was also the last place where a royal prince challenged the right of an English king to sit on the throne.   Fiona Bruce discovers remarkable objects from the Royal Collection that are intimately bound to the Palace's turbulent history - from the spectacular Darnley Jewel with its many hidden messages to the cat-and-mouse needlework of a doomed queen.
